"Name","Hash","Size","Origin","Path"
"PNG_0004.png","11A754FFECFA6CDA3350E7FCA036F430E2A46AEB5F1CCA2D10E4ADE47809D696","14602","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG\PNG_0004.png"
"PNG_0004.png","5D9EC16C3629D7A06981347D7DAE6B488E1BEF57E885BCBB103287DE67EDE1F7","13422","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG-MASC\PNG_0004.png"
"PNG_0004.png","687CEE43F6C2D61F46C93D4050A34A336BCC6052847EC21C49FF80875D1C10F5","12272","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\ATTK\PNG_0004.png"
"PNG_0004.png","069AB4BC1AF734ABF5181CD762EE27602C5DD91E2A79DE5F2AC8CA8DFF0728A5","8081","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\attack\PNG\PREPARAÇÃO\PNG_0004.png"
"PNG_0004.png","0F73CD8CAE4247BC809FEE2375DF47934CDF371D6A813DB3273DC13D2ABBB60B","6729","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\dead\PNG\PNG_0004.png"
"PNG_0004.png","B9A1F0082EF749047835C841263DD08735220FB9E9C127CFFC738DF7C10EFB19","9436","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\fall\PNG\PNG_0004.png"
"PNG_0004.png","0A0B50B5DD3431BAB2CE5BFC5792DA9DC24F445E9E2B9570AE7E36DDE5AED722","9466","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\run\PNG\PNG_0004.png"
"PNG_0004.png","BBFB6C4C1B1C153CE1452853680701EDCF656B3BECE80F38FD14D7A14037AFA8","7854","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Boss\walk\PNG\PNG_0004.png"
"PNG_0004.png","F2CA5752D5083662FFC2CA3D3CB5FACB304351594F7C46A5CBF21AB6DAF7DB20","8586","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\Player 1\Ataque\JUMP-ATTK\PNG_0004.png"
"PNG_0005.png","76B5C1806DADCC4CBF927C9CC4CB74C279156BA17322F383506114EDBED72687","14038","BranchPedrao","Assets\RecursosUnificados\BranchPedrao\Sprites\ANJO\IDLE\PNG\PNG_0005.png"
